Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Loading FAISS index from C:\Users\srabo\Desktop\masters-thesis\thesis-project\data\indexes\guidelines.index...
Loading ID map from C:\Users\srabo\Desktop\masters-thesis\thesis-project\data\indexes\id_map.json...
Loading embedding model sentence-transformers/all-MiniLM-L6-v2...
Loading weights:   0%|          | 0/103 [00:00<?, ?it/s]Loading weights: 100%|\u2588\u2588\u2588\u2588\u2588\u2588\u2588\u2588\u2588\u2588| 103/103 [00:00<00:00, 5558.23it/s]
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Obstetrics/Gynecology",\n  "rationale": "The patient is preg'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{"urgency": "Yellow", "specialty": "Plastic Surgery", "rationale": "The patient presents with a righ'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Surgery",\n  "rationale": "The patient has a history of abdo'
  Model raw output (first 100): '```json\n{"urgency": "Orange", "specialty": "Orthopedics", "rationale": "The patient has a right disp'
  Model raw output (first 100): '{\n  "urgency": "2",\n  "specialty": "Neurology",\n  "rationale": "The patient has a known VP shunt and'
  Model raw output (first 100): '{"urgency": "orange", "specialty": "Emergency Medicine", "rationale": "The patient experienced a fal'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{"urgency": "Yellow", "specialty": "Gastroenterology", "rationale": "The patient presents with recta'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "General Surgery",\n  "rationale": "The patient presents with'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Neurology",\n  "rationale": "The patient presents with signi'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "General Surgery",\n  "rationale": "The patient presents with'
  Model raw output (first 100): '```json\n{"urgency":"3","specialty":"Pain Management","rationale":"The patient presents with worsenin'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Vascular Surgery",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "urgent",\n  "specialty": "cardiology",\n  "rationale": "The patient has a recent histo'
  Model raw output (first 100): '{"urgency": "Orange", "specialty": "Gastroenterology", "rationale": "The patient is experiencing a f'
  Model raw output (first 100): '{\n  "urgency": "2",\n  "specialty": "Vascular Surgery",\n  "rationale": "The patient presents with wor'
  Model raw output (first 100): '```json\n{"urgency": "Yellow", "specialty": "Oncology", "rationale": "The patient has a history of re'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Surgical",\n  "rationale": "The patient is presenting with i'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Cardiology",\n  "rationale": "The patient presents with atri'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "Red",\n  "specialty": "Surgery",\n  "rationale": "The patient is 91 years old with a h'
  Model raw output (first 100): '{"urgency": "Red", "specialty": "Emergency Medicine", "rationale": "The patient has a self-inflicted'
  Model raw output (first 100): '```json\n{"urgency": "Yellow", "specialty": "Pulmonology", "rationale": "The patient presents with sy'
  Model raw output (first 100): '{"urgency": "Orange", "specialty": "Gastroenterology", "rationale": "The patient presents with signi'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Ophthalmology",\n  "rationale": "The patient presents with e'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Gastroenterology",\n  "rationale": "Mrs. ___ presents with b'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Neurology",\n  "rationale": "The patient presents with worse'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient has a known '
  Model raw output (first 100): '```json\n{"urgency":"2","specialty":"Neurology","rationale":"The patient presents with difficulty spe'
  Model raw output (first 100): '{\n  "urgency": "Red",\n  "specialty": "Emergency Medicine",\n  "rationale": "The patient presents with'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Orthopedics",\n  "rationale": "The patient is experiencing s'
  Model raw output (first 100): '{\n  "urgency": "high",\n  "specialty": "mental health and gastroenterology",\n  "rationale": "The pati'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Orthopedics",\n  "rationale": "The patient has dehiscence of'
  Model raw output (first 100): '```json\n{"urgency": "Yellow", "specialty": "Gastroenterology", "rationale": "The patient presents wi'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Cardiology",\n  "rationale": "The patient has a history of c'
  Model raw output (first 100): '{"urgency": "Orange", "specialty": "Gastroenterology", "rationale": "The patient presents with abdom'
  Model raw output (first 100): '{"urgency": "Orange", "specialty": "Gastroenterology", "rationale": "The patient presents with incre'
  Model raw output (first 100): '{"urgency": "orange", "specialty": "Emergency Medicine", "rationale": "The patient has a history of '
  Model raw output (first 100): '{"urgency": "Orange", "specialty": "Surgery", "rationale": "Mr. ___ presents with symptoms and a CT '
  Model raw output (first 100): '```json\n{"urgency":"2","specialty":"Respiratory Medicine","rationale":"The patient presents with an '
  Model raw output (first 100): '```json\n{"urgency": "2", "specialty": "Cardiology", "rationale": "The patient presents with worsenin'
  Model raw output (first 100): '{\n  "urgency": "2",\n  "specialty": "Orthopedics",\n  "rationale": "The patient is a 79-year-old femal'
  Model raw output (first 100): '{"urgency": "urgent", "specialty": "mental health", "rationale": "The patient has a history of depre'
  Model raw output (first 100): '```json\n{"urgency":"Orange","specialty":"Gastroenterology","rationale":"The patient presents with ac'
  Model raw output (first 100): '{"urgency": "2", "specialty": "Geriatrics", "rationale": "The patient is 75 years old with significa'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{"urgency": "Orange", "specialty": "Orthopedics", "rationale": "The patient has a periprosthetic pro'
  Model raw output (first 100): '```json\n{"urgency": "Orange", "specialty": "Urology", "rationale": "The patient presents with severe'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{"urgency": "3", "specialty": "Gastroenterology", "rationale": "The patient presents with abdominal '
  Model raw output (first 100): '{\n  "urgency": "Green",\n  "specialty": "Neurology",\n  "rationale": "The patient presents with a head'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Gynecology",\n  "rationale": "The patient presents with post'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "Red",\n  "specialty": "Emergency Medicine",\n  "rationale": "Mr. ___ is presenting wit'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Emergency Medicine",\n  "rationale": "The patient has sustai'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "General Surgery",\n  "rationale": "The patient presents with'
  Model raw output (first 100): '{"urgency": "3", "specialty": "Pain Management/Neurology", "rationale": "The patient is experiencing'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Oncology",\n  "rationale": "The patient is experiencing sign'
  Model raw output (first 100): '{\n  "urgency": "2",\n  "specialty": "Orthopedics",\n  "rationale": "The patient presents with acute wo'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{"urgency": "Orange", "specialty": "ENT", "rationale": "The patient presents with severe sore throat'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Surgery",\n  "rationale": "The patient has acute cholecystit'
  Model raw output (first 100): '{\n  "urgency": "3",\n  "specialty": "Rheumatology",\n  "rationale": "The patient presents with progres'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Orthopedics",\n  "rationale": "The patient has an unstable t'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "2",\n  "specialty": "Cardiology",\n  "rationale": "The patient is an 88-year-old femal'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Emergency Medicine",\n  "rationale": "The patient is a 56-ye'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Surgical",\n  "rationale": "The patient presents with acute '
  Model raw output (first 100): '```json\n{"urgency": "Orange", "specialty": "Vascular Surgery", "rationale": "The patient has non-hea'
  Model raw output (first 100): '```json\n{"urgency": "3", "specialty": "Surgical", "rationale": "The patient presents with moderate a'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "General Surgery",\n  "rationale": "Ms. ___ presents with loc'
  Model raw output (first 100): '{"urgency": "Orange", "specialty": "Neurology", "rationale": "The patient has a history of stroke, c'
  Model raw output (first 100): '{"urgency": "Yellow", "specialty": "Orthopedics", "rationale": "The patient presents with a distal r'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Trauma Surgery",\n  "rationale": "The patient is a 72-year-o'
  Model raw output (first 100): '```json\n{"urgency": "Yellow", "specialty": "Gastroenterology", "rationale": "The patient presents wi'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Obstetrics/Gynecology",\n  "rationale": "The patient present'
  Model raw output (first 100): '{"urgency": "3", "specialty": "mental health", "rationale": "The patient presents with postpartum de'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Oncology",\n  "rationale": "The patient has a history of ade'
  Model raw output (first 100): '{"urgency": "2", "specialty": "Orthopedics", "rationale": "The patient has sustained an open right l'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Surgical",\n  "rationale": "The patient presents with sharp,'
  Model raw output (first 100): '{"urgency": "Orange", "specialty": "Gastroenterology", "rationale": "The patient presents with sever'
  Model raw output (first 100): '{"urgency": "2", "specialty": "Respiratory Medicine", "rationale": "The patient presents with progre'
  Model raw output (first 100): '{\n  "urgency": "Red",\n  "specialty": "Emergency Medicine",\n  "rationale": "The patient presents with'
  Model raw output (first 100): '{"urgency": "Yellow", "specialty": "General Surgery", "rationale": "The patient presents with sudden'
  Model raw output (first 100): '{\n  "urgency": "high",\n  "specialty": "gastroenterology",\n  "rationale": "The patient presents with '
  Model raw output (first 100): '{\n  "urgency": "3",\n  "specialty": "Surgical",\n  "rationale": "The patient presents with sharp right'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Oral and Maxillofacial Surgery",\n  "rationale": "The patien'
  Model raw output (first 100): '{"urgency": "Yellow", "specialty": "Orthopedics", "rationale": "The patient has a long-standing hist'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Urology",\n  "rationale": "The patient presents with an obst'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Oncology",\n  "rationale": "The patient presents with stage '
  Model raw output (first 100): '{"urgency": "Yellow", "specialty": "Neurology", "rationale": "The patient has a stable left-sided su'
  Model raw output (first 100): '{"urgency": "Orange", "specialty": "Surgical", "rationale": "The patient has a small incarcerated he'
  Model raw output (first 100): '{\n  "urgency": "2",\n  "specialty": "Cardiology",\n  "rationale": "The patient has a history of aortic'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Vascular Surgery",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{"urgency": "Orange", "specialty": "Gastroenterology", "rationale": "The patient presents with sympt'
  Model raw output (first 100): '{\n  "urgency": "Red",\n  "specialty": "Surgery",\n  "rationale": "The patient presents with signs of a'
  Model raw output (first 100): '{\n  "urgency": "Green",\n  "specialty": "Wound Care/General Surgery",\n  "rationale": "The patient pre'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "General Surgery",\n  "rationale": "The patient presents with'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Dermatology",\n  "rationale": "The patient presents with fac'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Dermatology",\n  "rationale": "The patient presents with a b'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Orthopedics",\n  "rationale": "The patient presents with sig'
  Model raw output (first 100): '{\n  "urgency": "Red",\n  "specialty": "Urology",\n  "rationale": "The patient presents with priapism, '
  Model raw output (first 100): '{"urgency": "Yellow", "specialty": "Cardiology", "rationale": "The patient has a history of atrial f'
  Model raw output (first 100): '{\n  "urgency": "1",\n  "specialty": "Vascular Surgery",\n  "rationale": "The patient presents with wor'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Internal Medicine",\n  "rationale": "The patient presents wi'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "ENT",\n  "rationale": "Mr. ___ presents with right facial sw'
  Model raw output (first 100): '```json\n{"urgency": "Orange", "specialty": "Urology", "rationale": "The patient has a history of mus'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Gastroenterology",\n  "rationale": "Ms. ___ presents with br'
  Model raw output (first 100): '{"urgency": "high", "specialty": "gastroenterology", "rationale": "The patient is presenting with bl'
  Model raw output (first 100): '{\n  "urgency": "2",\n  "specialty": "Cardiology",\n  "rationale": "Mr. ___ has a complex history of ao'
  Model raw output (first 100): '{\n  "urgency": "Urgent",\n  "specialty": "General Surgery",\n  "rationale": "The patient presents with'
  Model raw output (first 100): '{"urgency": "Yellow", "specialty": "Orthopedics", "rationale": "The patient presents with immediate '
  Model raw output (first 100): '{\n  "urgency": "Red",\n  "specialty": "Mental Health",\n  "rationale": "The patient presents with alte'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Cardiology",\n  "rationale": "The patient has a history of s'
  Model raw output (first 100): '{\n  "urgency": "high",\n  "specialty": "gastroenterology",\n  "rationale": "The patient presents with '
  Model raw output (first 100): '{\n  "urgency": "high",\n  "specialty": "endocrinology",\n  "rationale": "The patient has experienced e'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Hematology",\n  "rationale": "The patient presents with pete'
  Model raw output (first 100): '{"urgency": "Yellow", "specialty": "Orthopedics", "rationale": "The patient has a right femoral neck'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "General Surgery",\n  "rationale": "The patient presents with'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient is post-oper'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "General Surgery",\n  "rationale": "The patient presents with'
  Model raw output (first 100): '{"urgency": "Orange", "specialty": "Internal Medicine", "rationale": "The patient presents with body'
  Model raw output (first 100): '{"urgency": "orange", "specialty": "infectious disease", "rationale": "The patient presents with fev'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Neurology",\n  "rationale": "The patient presents with progr'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Urology",\n  "rationale": "The patient presents with abdomin'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Gynecology",\n  "rationale": "Ms. ___ is post-operative day '
  Model raw output (first 100): '```json\n{"urgency": "Yellow", "specialty": "Orthopedics", "rationale": "The patient has a tib/fib fr'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Dental",\n  "rationale": "Mr. ___ presents with a dental abs'
  Model raw output (first 100): '```json\n{"urgency": "Yellow", "specialty": "Surgical", "rationale": "The patient presents with moder'
  Model raw output (first 100): '```json\n{"urgency":"Orange","specialty":"Gastroenterology","rationale":"The patient presents with ac'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Gastroenterology",\n  "rationale": "Mr. ___ presents with fa'
  Model raw output (first 100): '{\n  "urgency": "Red",\n  "specialty": "Neurology",\n  "rationale": "The patient experienced a seizure '
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Dermatology or Allergy",\n  "rationale": "The patient has a '
  Model raw output (first 100): '{"urgency": "Orange", "specialty": "Gastroenterology", "rationale": "The patient presents with abdom'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Neurology",\n  "rationale": "The patient has a history of pa'
  Model raw output (first 100): '{\n  "urgency": "1",\n  "specialty": "Nephrology",\n  "rationale": "The patient presents with acute on '
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "General Surgery",\n  "rationale": "The patient presents with'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Neurology",\n  "rationale": "The patient presents with worse'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "General Medicine",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '```json\n{"urgency":"3","specialty":"Vascular Surgery","rationale":"The patient presents with acute o'
  Model raw output (first 100): '```json\n{"urgency": "Orange", "specialty": "Neurology", "rationale": "The patient has a history of a'
  Model raw output (first 100): '{"urgency": "Green", "specialty": "Gastroenterology", "rationale": "The patient presents with a 3-da'
  Model raw output (first 100): '{\n  "urgency": "3",\n  "specialty": "Respiratory Medicine",\n  "rationale": "The patient presents with'
  Model raw output (first 100): '```json\n{"urgency": "Orange", "specialty": "Infectious Disease / Gastroenterology", "rationale": "Th'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "2",\n  "specialty": "Internal Medicine",\n  "rationale": "The patient has a history of'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Orthopedics",\n  "rationale": "The patient presents with exq'
  Model raw output (first 100): '```json\n{"urgency": "Orange", "specialty": "General Surgery", "rationale": "The patient presents wit'
  Model raw output (first 100): '```json\n{"urgency": "3", "specialty": "Orthopedics", "rationale": "The patient presents with an inte'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Neurology",\n  "rationale": "The patient has a history of tr'
  Model raw output (first 100): '{"urgency": "orange", "specialty": "neurology", "rationale": "The patient presents with new left-sid'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Oncology",\n  "rationale": "The patient has a history of bre'
  Model raw output (first 100): '{"urgency": "Yellow", "specialty": "Infectious Disease or Surgery", "rationale": "The patient presen'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient is presentin'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "General Surgery",\n  "rationale": "The patient presents with'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "General Surgery",\n  "rationale": "The patient presents with'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Orthopedics",\n  "rationale": "The patient has a right calca'
  Model raw output (first 100): '{\n  "urgency": "Red",\n  "specialty": "Emergency Medicine",\n  "rationale": "The patient has intention'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Gynaecology",\n  "rationale": "The patient presents with sev'
  Model raw output (first 100): '{"urgency": "Orange", "specialty": "Orthopedics", "rationale": "The patient presents with significan'
  Model raw output (first 100): '```json\n{"urgency": "Red", "specialty": "Neurosurgery", "rationale": "The patient has a large L4-5 d'
  Model raw output (first 100): '{\n  "urgency": "1",\n  "specialty": "Neurosurgery",\n  "rationale": "The patient presents with general'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Surgery",\n  "rationale": "The patient presents with symptom'
  Model raw output (first 100): '{\n  "urgency": "3",\n  "specialty": "Maxillofacial Surgery",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "3",\n  "specialty": "Geriatrics",\n  "rationale": "The patient is a 91-year-old female'
  Model raw output (first 100): '{\n  "urgency": "urgent",\n  "specialty": "gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Surgery",\n  "rationale": "The patient has swallowed razor b'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Surgery",\n  "rationale": "The patient presents with acute a'
  Model raw output (first 100): '{\n  "urgency": "3",\n  "specialty": "Orthopedics",\n  "rationale": "The patient presents with inabilit'
  Model raw output (first 100): '{\n  "urgency": "3",\n  "specialty": "Surgery",\n  "rationale": "The patient presents with symptoms tha'
  Model raw output (first 100): '{"urgency": "Yellow", "specialty": "Vascular Surgery", "rationale": "The patient has a history of at'
  Model raw output (first 100): '```json\n{"urgency": "Orange", "specialty": "Urology", "rationale": "The patient presents with an obs'
  Model raw output (first 100): '{\n  "urgency": "urgent",\n  "specialty": "gastroenterology",\n  "rationale": "The patient presents wit'
